DATE,UNRATE,LFPR,notinLF,LNS11300001,m_not_lfpr,LNS11300002,w_not_lfpr
2016-06-01,4.9,62.7,37.3,69.3,30.7,56.6,43.4
2016-07-01,4.9,62.8,37.2,69.3,30.7,56.7,43.3
2016-08-01,4.9,62.8,37.2,69.3,30.7,56.8,43.2
2016-09-01,5,62.9,37.1,69.3,30.7,56.9,43.1
2016-10-01,4.9,62.8,37.2,69.2,30.8,56.8,43.2
2016-11-01,4.6,62.7,37.3,69,31,56.7,43.3
2016-12-01,4.7,62.7,37.3,69.1,30.9,56.8,43.2
2017-01-01,4.8,62.9,37.1,69.3,30.7,56.9,43.1
2017-02-01,4.7,62.9,37.1,69.3,30.7,57,43
2017-03-01,4.5,63,37,69.2,30.8,57.2,42.8
2017-04-01,4.4,62.9,37.1,69.2,30.8,57.1,42.9
2017-05-01,4.3,62.7,37.3,68.9,31.1,56.9,43.1
2017-06-01,4.3,62.8,37.2,69,31,57.1,42.9
2017-07-01,4.3,62.9,37.1,68.9,31.1,57.2,42.8
2017-08-01,4.4,62.9,37.1,69,31,57.2,42.8
2017-09-01,4.2,63,37,69.2,30.8,57.2,42.8
2017-10-01,4.1,62.7,37.3,69,31,56.8,43.2
2017-11-01,4.1,62.7,37.3,68.9,31.1,57,43
2017-12-01,4.1,62.7,37.3,69,31,56.9,43.1
2018-01-01,4.1,62.7,37.3,69.2,30.8,56.7,43.3
2018-02-01,4.1,63,37,69.4,30.6,57,43
2018-03-01,4.1,62.9,37.1,69.3,30.7,56.9,43.1
2018-04-01,3.9,62.8,37.2,69.2,30.8,56.7,43.3
2018-05-01,3.8,62.7,37.3,69.2,30.8,56.7,43.3
